bleu_score,prevalence_the,prevalence_and,sentence_length,word_perplexity,bias_flags,co_occurrence_example,global_idx,checkpoint_name
0.0,0.043659935356674014,0.04249306661918771,152.97699054206075,-0.020286269042811604,0.004598766718053414,0.0,1981158.1491877942,6000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,34000
0.0,0.0436384961204058,0.042485813298569035,152.93747265795886,-0.020284163037832415,0.004661818011374289,0.0,1190876.706106259,4000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,8000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,28000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,18000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,12000
0.0,0.04364016181522665,0.04247533999152958,152.91394435070617,-0.02028521189484289,0.004526777902762155,0.0,450053.9138935758,2000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,22000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,16000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,10000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,26000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,24000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,20000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,14000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,30000
0.0,0.04365480870105497,0.042489793610278465,152.97179583548854,-0.02028460343112447,0.004603116127279696,0.0,2080528.3229400404,32000
